id,naslov,regija,velikost,zemljisce,tip,leto,obnova,opis,agencija,cena 
6034727,IZOLA,3,79.9,0,3.0,1989,2006,"79,9 m2, 3-sobno, zgrajeno l. 1989, adaptirano l. 2006, 2/2 nad., prodamo. Cena: 185.000,00 EUR","INVESTMOND nepremičnine, Edmond Petrovič s.p.",185000.0
6402472,IZOLA,3,91.0,0,4.0,1890,2018,"91 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2018, 2/2 nad., 91 m2.zgrajeno 1890,center Izole, prodamo. Cena: 320.000...",Zasebna ponudba,320000.0
6427568,IZOLA,3,100.0,70.0,3.0,2014,,"100 m2, 3-sobno, novogradnja - zgr. l. 2014, 70 m2 zemljišča, Možnost prodaje celotne hiše v izmeri 300 m2 bivalne površ...",Zasebna ponudba,380000.0
6430951,IZOLA,3,100.4,76.0,3.0,2014,,"100,4 m2, 3-sobno, zgrajeno l. 2014, 76 m2 zemljišča, visoko pritličje, prodamo. Cena: 380.000,00 EUR",Vila Portorož d.o.o.,380000.0
6439105,IZOLA,3,102.4,0,4.0,2013,2017,"102,4 m2, 4-sobno, zgrajeno l. 2013, adaptirano l. 2017, 3/4 nad., prodamo. Cena: 343.000,00 EUR","Agencia d.o.o., PE Obala",343000.0
6409123,IZOLA,3,107.0,0,4.0,1992,2002,"107 m2, 4-sobno, zgrajeno l. 1992, adaptirano l. 2002, 1. nad., izola - livade - 4 sobno, terasa, vrt, parkirno mesto, p...","INVESTMOND nepremičnine, Edmond Petrovič s.p.",295000.0
6412117,IZOLA,3,107.4,0,4.0,1992,2003,"107,4 m2, 4-sobno, zgrajeno l. 1992, adaptirano l. 2003, 1/2 nad., 4sobno s pogledom na morje. Pokličite 031 625 145, pr...",Marketing Galeb d.o.o.,295000.0
6395424,IZOLA,3,123.0,0,3.0,2009,,"123 m2, 3-sobno, zgrajeno l. 2009, 1. nad., prodamo. Cena: 474.000,00 EUR","Aeon nepremičnine, d.o.o., PE Izola",474000.0
6398864,IZOLA,3,150.0,0,4.0,2011,2015,"150 m2, 4-sobno, zgrajeno l. 2011, adaptirano l. 2015, prodamo. Cena: 790.000,00 EUR",Vila Portorož d.o.o.,790000.0
6412665,IZOLA,3,154.8,0,,2008,,"154,8 m2, stanovanje, zgrajeno l. 2008, 3. nad., prodamo. Cena: 597.000,00 EUR",Market center Omnis d.o.o.,597000.0
6403582,IZOLA,3,154.8,0,5,2008,,"154,8 m2, 5 in večsobno, zgrajeno l. 2008, 2. nad., Prostorno duplex stanovanje v novejšem stanovanjsko poslovnem objekt...",Lares nepremičninska družba d.o.o.,600000.0
6413476,IZOLA,3,154.8,0,5,2008,,"154,8 m2, 5 in večsobno, dupleks, zgrajeno l. 2008, 2/2 nad., V Izoli prodamo prostorno in svetlo 5-sobno duplex stanova...","Apertura, poslovanje z nepremičninami, d.o.o.",597000.0
6421959,IZOLA,3,160.7,0,5,1977,2019,"160,7 m2, 5 in večsobno, zgrajeno l. 1977, adaptirano l. 2019, P/2 nad., izola - jagodje - 5 sobno stanovanje z vrtom, g...","INVESTMOND nepremičnine, Edmond Petrovič s.p.",550000.0
6370703,IZOLA,3,203.0,0,5,2010,,"203 m2, 5 in večsobno, zgrajeno l. 2010, 1/3 nad., prodamo. Cena: 530.000,00 EUR","Aeon nepremičnine, d.o.o., PE Izola",530000.0
6437731,IZOLA,3,227.0,130.0,3.0,2006,2001,"227 m2, 3-sobno, zgrajeno l. 2006, adaptirano l. 2001, 130 m2 zemljišča, pritličje, prodamo. Cena: 497.000,00 EUR","Aeon nepremičnine, d.o.o., PE Izola",497000.0
6402801,IZOLA,3,227.0,130.0,3.0,2007,2021,"227 m2, 3-sobno, zgrajeno l. 2007, adaptirano l. 2021, 130 m2 zemljišča, P/3 nad., trisobno stanovanje v tpc livade, pro...",Zasebna ponudba,495000.0
6395438,"IZOLA, 3S+MANSARDA",3,73.0,0,4.0,1900,,"73 m2, 4-sobno, dupleks, zgrajeno l. 1900, 2/3 nad., prodamo. Cena: 209.000,00 EUR","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.",209000.0
6405585,"IZOLA, CENTER",3,91.3,0,4.0,1890,2018,"91,3 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2018, 2/2 nad., V centru Izole prodamo 4-sobno stanovanje. Odlična lok...","Apertura, poslovanje z nepremičninami, d.o.o.",320000.0
6261860,"IZOLA, CENTER",3,134.0,0,4.0,1900,,"134 m2, 4-sobno, zgrajeno l. 1900, 2/3 nad., skupne površine 134 m2, od tega je 73,2m2 stanovanja in 60.8m2 podstrešja, ...","INVESTMOND nepremičnine, Edmond Petrovič s.p.",209000.0
6440223,"IZOLA, JUŽNA CESTA",3,61.0,0,2.0,2013,,"61 m2, 2-sobno, zgrajeno l. 2013, P/5 nad., Prodaja se stanovanje v Izoli na Južni cesti. Velikost stanovanja je 61 m2, ...","Nepremičninska družba, d.o.o., PE RE/MAX Obala",259000.0
6395958,"IZOLA, LIVADE",3,125.3,0,3.0,2009,,"125,3 m2, 3-sobno, zgrajeno l. 2009, 1/6 nad., prodamo. Cena: 474.000,00 EUR",Market center Omnis d.o.o.,474000.0
6408588,"IZOLA, NAZORJEVA ULICA",3,93.6,57.0,4.0,1973,2005,"93,6 m2, 4-sobno, zgrajeno l. 1973, adaptirano l. 2005, 57 m2 zemljišča, 1/K+P+1, parkirni prostor pred hišo, souporaba ...","OrNePo, Jana Rožaj s.p.",354000.0
6422454,"IZOLA, ODLIČNA LOKACIJA. IZJEMNA PRILOŽNOST INVESTICIJE V ST...",3,90.9,209.0,4.5,1969,2018,"90,9 m2, 4,5-sobno, zgrajeno l. 1969, adaptirano l. 2018, 209 m2 zemljišča, P/1 nad., prodamo. Cena: 259.000,00 EUR",Mreža nepremičnin d.o.o.,259000.0
6109806,"IZOLA, ODLIČNI LOKACIJI OB PARKU PINEA",3,203.1,0,5,2010,,"203,1 m2, 5 in večsobno, zgrajeno l. 2010, visoko pritličje, izola - 5 ss luksuzno stanovanje 203,10 m2 v villi calluna ...","INVESTMOND nepremičnine, Edmond Petrovič s.p.",530000.0
6413729,"IZOLA, PRITLIČJE",3,63.0,0,3.0,1983,2005,"63 m2, 3-sobno, zgrajeno l. 1983, adaptirano l. 2005, P/5 nad., prodamo. Cena: 258.000,00 EUR","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.",258000.0
6395887,"IZOLA, TPC LIVADE",3,125.3,0,3.0,2010,,"125,3 m2, 3-sobno, zgrajeno l. 2010, 1/4 nad., prodamo. Cena: 474.000,00 EUR",Vila Portorož d.o.o.,474000.0
6423391,"IZOLA, TPC LIVADE",3,125.3,0,3.0,2010,,"125,3 m2, 3-sobno, zgrajeno l. 2010, 1/4 nad., V Izoli prodamo prostorno 3-sobno stanovanje z veliko teraso, kletjo in l...","Apertura, poslovanje z nepremičninami, d.o.o.",474000.0
6403756,JAGODJE,3,104.6,0,4.0,1985,,"104,6 m2, 4-sobno, zgrajeno l. 1985, VP/2 nad., prodamo. Cena: 352.000,00 EUR","Agencia d.o.o., PE Obala",352000.0
6433386,"JAGODJE, IZOLA",3,160.7,270.0,4.0,1977,2019,"160,7 m2, 4-sobno, zgrajeno l. 1977, adaptirano l. 2019, 270 m2 zemljišča, P/2 nad., prodamo. Cena: 550.000,00 EUR","Mediteran nepremičnine, Jože Mamilovič s.p.",550000.0
6433363,"JAGODJE, IZOLA",3,210.0,0,4.0,1977,,"210 m2, 4-sobno, zgrajeno l. 1977, 1/2 nad., prodamo. Cena: 350.000,00 EUR","Mediteran nepremičnine, Jože Mamilovič s.p.",350000.0
6426507,JELARJI,3,53.35,0,2.0,1900,1996,"53,35 m2, 2-sobno, zgrajeno l. 1900, adaptirano l. 1996, ŠKOFIJE-JELARJI prodamo 2 sobno stanovanje in garsonjero z loče...",Adria nepremičnine d.o.o.,133000.0
6439545,"KAMPEL, GUCI",3,89.0,0,4.0,2007,,"89 m2, 4-sobno, zgrajeno l. 2007, 1/3 nad., guci - 4 sobno duplex stanovanje, prodamo. Cena: 179.000,00 EUR","INVESTMOND nepremičnine, Edmond Petrovič s.p.",179000.0
6428995,KOLOMBAN,3,119.3,230.0,4.0,2011,,"119,3 m2, 4-sobno, dupleks, zgrajeno l. 2011, 230 m2 zemljišča, 1/2 nad., prodamo. Cena: 288.000,00 EUR","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.",288000.0
6438309,KOMEN,3,86.0,0,3.0,2023,,"86 m2, 3-sobno, zgrajeno l. 2023, 1/1 nad., prodamo. Cena: 3.000,00 EUR/m2","Aeon nepremičnine, d.o.o., PE Izola",3000.0
6367922,KOMEN,3,130.9,370.0,4.5,1912,2007,"130,9 m2, 4,5-sobno, zgrajeno l. 1912, adaptirano l. 2007, 370 m2 zemljišča, VP/1 nad., Takoj vseljivo 4,5-sobno stanova...","Ruj nepremičnine, Jernej Suša, s.p.",120000.0
6354970,KOMEN,3,132.1,0,3.0,1912,2007,"132,1 m2, 3-sobno, zgrajeno l. 1912, adaptirano l. 2007, 1/1 nad., Stanovanje s pripadajočim zemljiščem 476,50 m2 ob sta...","Ruj nepremičnine, Jernej Suša, s.p.",102000.0
6438713,KOPER,3,16.0,0,0,2000,,"16 m2, garsonjera, adaptirana l. 2000, 2/2 nad., Koper, Spodnja Semedela, 1 km od morja in plaže, garsonjera, prodamo. C...","Agencija Stenat 2000, Jagoda Nikolič s.p.",95000.0
6422929,KOPER,3,34.41,0,2.0,2009,,"34,41 m2, 2-sobno, zgrajeno l. 2009, M/3 nad., koper - center - lepo 2 sobno 34,41 m2 v mansardi (3 nadstropje, prodamo....","INVESTMOND nepremičnine, Edmond Petrovič s.p.",160000.0
6437422,KOPER,3,44.0,0,2.5,1900,2015,"44 m2, 2,5-sobno, zgrajeno l. 1900, adaptirano l. 2015, 1/2 nad., V Kopru na Čevljarski ulici, prodamo stanovanje z dvem...",Market center Omnis d.o.o.,145000.0
6361439,KOPER,3,49.7,0,2.0,1800,2006,"49,7 m2, 2-sobno, zgrajeno l. 1800, adaptirano l. 2006, 3/3 nad., KOPER-center prodamo lepo, obnovljeno 2 sobno stanovan...",Adria nepremičnine d.o.o.,129000.0
6437926,KOPER,3,65.0,0,2.5,1974,2010,"65 m2, 2,5-sobno, zgrajeno l. 1974, adaptirano l. 2010, 3/5 nad., prodamo. Cena: 215.000,00 EUR",Market center Omnis d.o.o.,215000.0
6426154,KOPER,3,65.0,0,2.5,1975,,"65 m2, 2,5-sobno, zgrajeno l. 1975, 3/4 nad., Prodamo 2,5 sobno v celoti prenovljeno, popolnoma opremljeno stanovanje, p...",Zasebna ponudba,210000.0
6435865,KOPER,3,75.6,0,2.5,1985,,"75,6 m2, 2,5-sobno, zgrajeno l. 1985, 2/4 nad., prodamo. Cena: 220.000,00 EUR",Market center Omnis d.o.o.,220000.0
6435747,KOPER,3,77.12,0,3.0,1977,2013,"77,12 m2, 3-sobno, zgrajeno l. 1977, adaptirano l. 2013, 6/9 nad., Klasično trisobno stanovanje v večstanovanjskem objek...",Zasebna ponudba,339000.0
6438467,KOPER,3,78.0,0,4.0,1982,2013,"78 m2, 4-sobno, v stavbi zgrajeni l. 1982, adaptirano l. 2013, 1/5 nad., Prodamo 4 sobno stanovanje v celoti renovirano ...",Zasebna ponudba,275000.0
6440730,KOPER,3,81.1,0,4.0,1972,2017,"81,1 m2, 4-sobno, zgrajeno l. 1972, adaptirano l. 2017, 1/4 nad., prodamo. Cena: 249.000,00 EUR","INVESTMOND nepremičnine, Edmond Petrovič s.p.",249000.0
6382340,KOPER,3,87.0,0,4.0,2014,2014,"87 m2, 4-sobno, adaptirano l. 2014, 2/4 nad., Koper, Žusterna III., 1 km od morja in plaže, komfortno 4 sobno stanovanje...","Agencija Stenat 2000, Jagoda Nikolič s.p.",215000.0
6437959,KOPER,3,87.5,0,4.0,1987,2021,"87,5 m2, 4-sobno, zgrajeno l. 1987, adaptirano l. 2021, VP/5 nad., Stanovanje nad Žusterno, 600 m od morja, pogled na mo...",Zasebna ponudba,315000.0
6439851,KOPER,3,87.5,0,4.0,1984,2021,"87,5 m2, 4-sobno, zgrajeno l. 1984, adaptirano l. 2021, VP/5 nad., prodamo. Cena: 315.000,00 EUR",Nepremičnine Land d.o.o.,315000.0
6434139,KOPER,3,102.5,0,4.0,1991,2008,"102,5 m2, 4-sobno, zgrajeno l. 1991, adaptirano l. 2008, pritličje, Markovec, Žusterna. Večje stanovanje, delno adaptira...",Svet Real d.o.o.,349000.0
6434286,KOPER,3,106.0,0,2.0,2011,,"106 m2, 2-sobno, zgrajeno l. 2011, 3/4 nad., Moderno nadstandardno stanovanje v Zelenem parku II, prodamo. Cena: 440.000...",Zasebna ponudba,440000.0
6439112,KOPER,3,106.4,0,2.0,2011,,"106,4 m2, 2-sobno, zgrajeno l. 2011, 3/4 nad., prodamo. Cena: 440.000,00 EUR",Market center Omnis d.o.o.,440000.0
6429138,KOPER,3,122.1,0,2.0,2011,,"122,1 m2, 2-sobno, zgrajeno l. 2011, 2. nad., KOPER-ZELENI PARK II, v osrčju mesta Koper in le nekaj korakov do mestnega...",Adria nepremičnine d.o.o.,480000.0
6426436,KOPER,3,126.0,0,4.0,1900,2021,"126 m2, 4-sobno, zgrajeno l. 1900, adaptirano l. 2021, 1/2 nad., prodamo. Cena: 370.000,00 EUR",Market center Omnis d.o.o.,370000.0
6413247,KOPER,3,126.0,37.0,4.0,1900,2021,"126 m2, 4-sobno, zgrajeno l. 1900, adaptirano l. 2021, 37 m2 zemljišča, 1/2 nad., Stanovanje v centru Kopra s podstrešje...",Zasebna ponudba,370000.0
6352196,KOPER,3,135.5,0,4.0,1650,2007,"135,5 m2, 4-sobno, zgrajeno l. 1650, adaptirano l. 2007, večje stanovanje v baročni palači, prodamo. Cena: 465.000,00 EU...","Urbanistika, družba za projektiranje, inženiring in nepremičnine d.o.o.",465000.0
6401466,KOPER,3,167.5,0,5,1850,2017,"167,5 m2, 5 in večsobno, zgrajeno l. 1850, adaptirano l. 2017, KOPER-CENTER; prodamo prostorno, urejeno in opremljeno 5 ...",Adria nepremičnine d.o.o.,355000.0
6402533,KOPER,3,167.7,0,4.0,1973,,"167,7 m2, 4-sobno, zgrajeno l. 1973, prodamo. Cena: 413.000,00 EUR",ABC nepremičnine d.o.o.,413000.0
6402534,KOPER,3,178.8,0,4.0,1973,,"178,8 m2, 4-sobno, zgrajeno l. 1973, prodamo. Cena: 413.000,00 EUR",ABC nepremičnine d.o.o.,413000.0
6439284,"KOPER, CENTER",3,30.0,0,1.0,1850,2021,"30 m2, 1-sobno, zgrajeno l. 1850, adaptirano l. 2021, P/2 nad., koper, center, 30 m2, 1-sobno stanovanje z ločeno spalni...",Zasebna ponudba,139990.0
6435183,"KOPER, CENTER",3,64.5,0,3.0,1911,2013,"64,5 m2, 3-sobno, zgrajeno l. 1911, adaptirano l. 2013, 2/3 nad., prodamo. Cena: 290.000,00 EUR",Zasebna ponudba,290000.0
6441108,"KOPER, CENTER",3,73.0,0,3.0,1850,2021,"73 m2, 3-sobno, dupleks, zgrajeno l. 1850, adaptirano l. 2021, 1/2 nad., prodamo 73 m2 3-sobno stanovanje z balkonom in ...",Zasebna ponudba,219990.0
6441458,"KOPER, CENTER KOPRA",3,54.8,0,2.0,1900,2020,"54,8 m2, 2-sobno, zgrajeno l. 1900, adaptirano l. 2020, 2/3 nad., prodamo. Cena: 179.000,00 EUR",Market center Omnis d.o.o.,179000.0
6330826,"KOPER, CENTER KOPRA",3,64.4,0,,1994,,"64,4 m2, stanovanje, zgrajeno l. 1994, P/P, Prodaja se stanovanje,na atraktivni lokaciji, v centru Kopra, prodamo. Cena:...","Nepremičninska družba, d.o.o., PE RE/MAX Obala",165000.0
6441489,"KOPER, CENTER KOPRA",3,91.9,0,4.0,1860,2003,"91,9 m2, 4-sobno, zgrajeno l. 1860, adaptirano l. 2003, 2/2 nad., prodamo. Cena: 239.000,00 EUR",Market center Omnis d.o.o.,239000.0
6433412,"KOPER, EKSKLUZIVNO PENTHAUS STANOVANJE S TERASO IN POGLEDOM ...",3,134.1,0,4.0,2010,,"134,1 m2, 4-sobno, zgrajeno l. 2010, prodamo. Cena: 550.000,00 EUR",ABC nepremičnine d.o.o.,550000.0
6411212,"KOPER, EKSKLUZIVNO PENTHAUS STANOVANJE V CENTRU MESTA",3,313.18,0,5,2021,,"313,18 m2, 5 in večsobno, zgrajeno l. 2021, prodamo. Cena: 780.000,00 EUR",ABC nepremičnine d.o.o.,780000.0
6427737,"KOPER, FERRARSKA ULICA",3,74.4,0,3.0,1998,2016,"74,4 m2, 3-sobno, dupleks, zgrajeno l. 1998, adaptirano l. 2016, 1/4 nad., V Kopru na Ferrarski ulici prodamo 3-sobno du...","Apertura, poslovanje z nepremičninami, d.o.o.",299000.0
6441181,"KOPER, MARKOVEC",3,36.0,0,1.0,2021,2021,"36 m2, 1-sobno, adaptirano l. 2021, M/5 nad., prodamo. Cena: cca 145.000,00 EUR",Zasebna ponudba,145000.0
6433273,"KOPER, MARKOVEC",3,76.0,0,2.5,1986,,"76 m2, 2,5-sobno, zgrajeno l. 1986, 1/4 nad., CK, internet in TV, balkon, klet, skupno podstrešje, manjši blok (10 stano...",Zasebna ponudba,220000.0
6439164,"KOPER, MARKOVEC, POGLED NA MORJE",3,87.0,0,4.0,1984,2021,"87 m2, 4-sobno, zgrajeno l. 1984, adaptirano l. 2021, 1/4 nad., Na Markovcu prodamo zelo prostorno 4-sobno stanovanje v ...","Apertura, poslovanje z nepremičninami, d.o.o.",315000.0
6238195,"KOPER, MODRI GAJ",3,64.6,0,3.0,2007,2013,"64,6 m2, 3-sobno, zgrajeno l. 2007, adaptirano l. 2013, P/2 nad., koper, modri gaj - 3-sobno stanovanje 64,6 m2, v pritl...","INVESTMOND nepremičnine, Edmond Petrovič s.p.",280000.0
6436623,"KOPER, NOKTURNO",3,114.93,0,4.0,2010,2017,"114,93 m2, 4-sobno, zgrajeno l. 2010, adaptirano l. 2017, VP/2 nad., prodamo opremljeno nadstandardno štiri sobno stanov...",Zasebna ponudba,429000.0
6441517,"KOPER, NOVO",3,28.4,0,1.0,2021,2021,"28,4 m2, 1-sobno, adaptirano l. 2021, 1/2 nad., prodamo. Cena: cca 136.000,00 EUR","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.",136000.0
6422223,"KOPER, NOVO, CENTER",3,25.0,0,1.0,2021,2021,"25 m2, 1-sobno, adaptirano l. 2021, P/2 nad., prodamo. Cena: 126.000,00 EUR","MAREAL, poslovanje z nepremičninami, Klaj Branka s.p.",126000.0
6419514,"KOPER, OLMO",3,122.3,0,4.0,2006,,"122,3 m2, 4-sobno, zgrajeno l. 2006, 2/3 nad., Prodamo 4-sobno stanovanje, cena 439.000 EUR, prodamo. Cena: 439.000,00 E...",Zasebna ponudba,439000.0
6440395,"KOPER, POGLED NA MORJE",3,186.4,0,5,1990,2019,"186,4 m2, 5 in večsobno, zgrajeno l. 1990, adaptirano l. 2019, 2/2 nad., Pogled na morje, terasa, visok strop, CK razpel...","Returnet, nepremičnine in poslovno svetovanje, Jana Klenar Aydin, s.p.",649000.0
6438744,"KOPER, PRISOJE",3,79.6,0,4.0,1982,2013,"79,6 m2, 4-sobno, zgrajeno l. 1982, adaptirano l. 2013, 1/5 nad., V Prisojah prodamo 4-sobno stanovanje. Obnovljeno, opr...","Apertura, poslovanje z nepremičninami, d.o.o.",275000.0
6392451,"KOPER, SPODNJA SEMEDELA",3,88.3,0,3.0,1961,2010,"88,3 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2010, VP/5 nad., Lastniška garaža, klet, bližina morja, delni pogled n...",Vila Portorož d.o.o.,259000.0
6396243,"KOPER, SPODNJA SEMEDELA",3,88.3,0,3.0,1961,2021,"88,3 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2021, P/3 nad., Prodamo obnovljeno 3 sobno stanovanje v Spodnji Semede...","Apertura, poslovanje z nepremičninami, d.o.o.",259000.0
6423110,"KOPER, SPODNJA SEMEDELA",3,91.2,0,3.0,1956,,"91,2 m2, 3-sobno, zgrajeno l. 1956, P/2 nad., V Spodnji Semedeli prodamo zelo prostorno 3-sobno stanovanje s funkcionaln...","Apertura, poslovanje z nepremičninami, d.o.o.",215000.0
6439891,"KOPER, ZELENI PARK II",3,56.0,0,2.0,2011,2021,"56 m2, 2-sobno, zgrajeno l. 2011, adaptirano l. 2021, 3/4 nad., V Zelenem parku II prodamo novo opremljeno stanovanje z ...","Apertura, poslovanje z nepremičninami, d.o.o.",440000.0
6413151,"KOPER, ŽUSTERNA",3,167.7,0,4.0,1973,,"167,7 m2, 4-sobno, zgrajeno l. 1973, 1/2 nad., Stanovanje - Prodamo - Koper, Primorska Južna 4-sobno stanovanje s teraso...","Nepremičninska družba, d.o.o., PE RE/MAX Obala",413000.0
6413145,"KOPER, ŽUSTERNA",3,178.8,0,4.0,1973,,"178,8 m2, 4-sobno, zgrajeno l. 1973, P/2 nad., Stanovanje - Prodamo - Koper, Primorska Južna Štirisobno stanovanje z vrt...","Nepremičninska družba, d.o.o., PE RE/MAX Obala",413000.0
6434977,"KOPER, ŽUSTERNA, 100M OD MORJA",3,122.0,306.0,4.0,1966,2011,"122 m2, 4-sobno, zgrajeno l. 1966, adaptirano l. 2011, 306 m2 zemljišča, 1/1 nad., enkratna lokacija, pol hiše z velikim...",Zasebna ponudba,500000.0
6437172,"KORTE, POGLED NA SOLINE, PRILOŽNOST",3,101.0,210.0,3.5,1985,2020,"101 m2, 3,5-sobno, &quot;penthouse&quot;, zgrajeno l. 1985, adaptirano l. 2020, 210 m2 zemljišča, M/P+1+M, uporabno dovo...","OrNePo, Jana Rožaj s.p.",239000.0
6439865,KOZINA,3,116.13,0,4.0,2021,,"116,13 m2, 4-sobno, dupleks, novogradnja, začetek gradnje l. 2021, 3/4 nad., V naselju Brinje posredujem pri prodaji sta...",Lustrum nepremičnine d.o.o.,218325.26
6439876,KOZINA,3,118.97,0,4.0,2021,,"118,97 m2, 4-sobno, dupleks, novogradnja, začetek gradnje l. 2021, 3/4 nad., V naselju Brinje na Kozini posredujemo pri ...",Lustrum nepremičnine d.o.o.,227400.84
6439804,KOZINA,3,131.55,0,4.5,2021,,"131,55 m2, 4,5-sobno, novogradnja, začetek gradnje l. 2021, 3/4 nad., V novozgrajenem naselju Brinje posredujemo pri pro...",Lustrum nepremičnine d.o.o.,259389.81
6440775,LUCIJA,3,22.0,0,0,1970,,"22 m2, garsonjera, zgrajena l. 1970, prodamo. Cena: 80.000,00 EUR","INVESTMOND nepremičnine, Edmond Petrovič s.p.",80000.0
6439021,LUCIJA,3,27.0,0,0,1977,,"27 m2, garsonjera, zgrajena l. 1977, prodamo. Cena: 125.000,00 EUR","Port, d.o.o. Portorož",125000.0
6422326,LUCIJA,3,42.1,0,2.0,1987,2020,"42,1 m2, 2-sobno, zgrajeno l. 1987, adaptirano l. 2020, 1. nad., prodamo. Cena: 265.000,00 EUR",Rocco nepremičnine d.o.o.,265000.0
6438734,LUCIJA,3,59.0,0,3.0,1988,,"59 m2, 3-sobno, zgrajeno l. 1988, 2/5 nad., 59 m2, 3-sobno, zgrajeno l. 1988, 2/5 nad., LUCIJA, 59 m2, 3 sobno, zgrajeno...",Zasebna ponudba,235000.0
6430949,LUCIJA,3,66.01,0,2.0,2006,2015,"66,01 m2, 2-sobno, zgrajeno l. 2006, adaptirano l. 2015, prodamo. Cena: 280.000,00 EUR",Vila Portorož d.o.o.,280000.0
6426718,LUCIJA,3,67.1,0,2.5,1980,,"67,1 m2, 2,5-sobno, zgrajeno l. 1980, 1/5 nad., prodamo. Cena: 209.000,00 EUR",Market center Omnis d.o.o.,209000.0
6436276,LUCIJA,3,68.8,0,2.0,2005,,"68,8 m2, 2-sobno, zgrajeno l. 2005, 1/4 nad., prodamo. Cena: 290.000,00 EUR","Agencia d.o.o., PE Obala",290000.0
6430995,LUCIJA,3,69.7,0,3.0,2006,2018,"69,7 m2, 3-sobno, zgrajeno l. 2006, adaptirano l. 2018, 3. nad., prodamo. Cena: 325.000,00 EUR",Vila Portorož d.o.o.,325000.0
6430930,LUCIJA,3,70.9,0,2.0,2006,2015,"70,9 m2, 2-sobno, zgrajeno l. 2006, adaptirano l. 2015, prodamo. Cena: 360.000,00 EUR",Vila Portorož d.o.o.,360000.0
6417969,LUCIJA,3,74.4,0,3.0,2005,,"74,4 m2, 3-sobno, zgrajeno l. 2005, 2. nad., prodamo. Cena: 427.000,00 EUR",Market center Omnis d.o.o.,427000.0
6279611,LUCIJA,3,81.0,0,2.0,2005,,"81 m2, 2-sobno, zgrajeno l. 2005, V elitnem in varovanem naselju rezidenca Park Lucija prodamo 2 sobno stanovanje, ki se...","Agencia d.o.o., PE Obala",495000.0
6399726,LUCIJA,3,85.0,0,3.0,1990,,"85 m2, 3-sobno, zgrajeno l. 1990, 2/5 nad., v urejenem bloku z dvigalom, dvojna vhodna vrata v blok avtomatska-senzor, u...","Nepremičnine Izola, d.o.o.",279000.0
6425644,LUCIJA,3,109.0,0,4.0,2005,,"109 m2, 4-sobno, v stavbi zgrajeni l. 2005, 2/4 nad., lucija, rezidenca park, 109 m2, prvič vseljeno 2018, moderno oprem...",Zasebna ponudba,499000.0
6440959,LUCIJA,3,202.4,0,4.0,2005,2018,"202,4 m2, 4-sobno, &quot;penthouse&quot;, zgrajeno l. 2005, adaptirano l. 2018, prodamo. Cena: 990.000,00 EUR",Altum AE Group d.o.o.,990000.0
6411426,LUCIJA,3,202.4,0,4.0,2005,2018,"202,4 m2, 4-sobno, zgrajeno l. 2005, adaptirano l. 2018, prodamo. Cena: 990.000,00 EUR",Vila Portorož d.o.o.,990000.0
6404718,LUCIJA,3,230.0,0,5,1985,2008,"230 m2, 5 in večsobno, zgrajeno l. 1985, adaptirano l. 2008, 1/1 nad., prodamo. Cena: 790.000,00 EUR","Agencia d.o.o., PE Obala",790000.0
6431873,"LUCIJA, DVIGALO",3,45.0,0,1.0,1990,,"45 m2, 1-sobno, zgrajeno l. 1990, 4/5 nad., prodamo. Cena: 199.500,00 EUR",Domodom d.o.o.,199500.0
6414615,"LUCIJA, KAMPOLIN",3,230.0,883.0,5,1985,2009,"230 m2, 5 in večsobno, zgrajeno l. 1985, adaptirano l. 2009, 883 m2 zemljišča, 1/1 nad., Naprodaj je celotno prvo nadstr...",Obala nepremičnine d.o.o.,790000.0
6435564,"LUCIJA, LIMINJANSKA",3,69.5,0,3.0,1980,2020,"69,5 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2020, 1. nad., prodamo. Cena: 209.000,00 EUR",Vila Portorož d.o.o.,209000.0
6394316,"LUCIJA, PORTOROŽ",3,80.0,86.0,3.0,1973,,"80 m2, 3-sobno, zgrajeno l. 1973, 86 m2 zemljišča, 2/5 nad., 86 m2, trisobno, 2/5, Lucija pri šoli, prodamo. Cena: 250.0...",Zasebna ponudba,250000.0
6435619,"LUCIJA, REZIDENCA PARK",3,73.8,0,2.0,2005,,"73,8 m2, 2-sobno, zgrajeno l. 2005, 5/6 nad., Novejše, zelo svetlo, prostorno in v celoti opremljeno dvosobno stanovanje...",Obala nepremičnine d.o.o.,335000.0
6406634,"LUCIJA, REZIDENCA PARK",3,73.8,0,2.0,2005,,"73,8 m2, 2-sobno, &quot;penthouse&quot;, zgrajeno l. 2005, 5/5 nad., Rezidenca Park Lucija, nadstandardna soseska, penth...",Zasebna ponudba,335000.0
6265783,"LUCIJA, REZIDENCA PARK",3,81.0,0,2.0,2006,,"81 m2, 2-sobno, zgrajeno l. 2006, 2/5 nad., Izredno svetlo, prijetno in prostorno dvosobno stanovanje, v celoti zelo dom...",Obala nepremičnine d.o.o.,495000.0
